# Frequency, S11, S12, S21, S22
9.626869495596477389e+07,-6.124579290299999590e-01,-6.248130982200000005e+01,-6.274537618099999747e+01,-6.196863773499999839e-01
9.627269815852682292e+07,-6.128787376700000067e-01,-6.181915457499999889e+01,-6.094225143799999955e+01,-6.180565042400000264e-01
9.627670136108887196e+07,-6.119090134100000355e-01,-6.070175443099999768e+01,-6.135715425099999720e+01,-6.152423106800000152e-01
9.628070456365092099e+07,-6.135974017999999974e-01,-6.107216357099999726e+01,-6.050517109999999832e+01,-6.181373766500000144e-01
9.628470776621297002e+07,-6.113651724699999956e-01,-6.176535169800000347e+01,-6.013120493499999952e+01,-6.182238383100000512e-01
9.628871096877501905e+07,-6.130863101700000373e-01,-6.139324399000000199e+01,-6.077355840300000267e+01,-6.173059570700000220e-01
9.629271417133706808e+07,-6.134051677799999824e-01,-5.995125302299999959e+01,-6.049263317500000170e+01,-6.167838942100000166e-01
9.629671737389911711e+07,-6.120357169000000264e-01,-6.046538844999999895e+01,-6.089638420299999666e+01,-6.160564511499999618e-01
9.630072057646116614e+07,-6.119858608299999503e-01,-6.019774135400000148e+01,-5.996690453699999779e+01,-6.170327638400000536e-01
9.630472377902321517e+07,-6.114803880300000438e-01,-6.042792400599999780e+01,-5.980836108700000153e+01,-6.172936254299999925e-01
9.630872698158526421e+07,-6.124338620400000543e-01,-5.956788067499999784e+01,-6.017819750299999981e+01,-6.179046023599999993e-01
9.631273018414731324e+07,-6.108697504200000239e-01,-5.971217179700000344e+01,-6.006286795500000153e+01,-6.139810913200000053e-01
9.631673338670936227e+07,-6.110948235299999975e-01,-5.977657349300000078e+01,-6.026103374000000201e+01,-6.152020234599999693e-01
9.632073658927141130e+07,-6.099218326399999945e-01,-5.996837372499999930e+01,-5.965786114099999793e+01,-6.150614013899999843e-01
9.632473979183346033e+07,-6.092562227300000188e-01,-6.016911523600000322e+01,-6.018523892000000330e+01,-6.160356858300000127e-01
9.632874299439550936e+07,-6.120602549600000497e-01,-5.944155770900000135e+01,-6.013916487000000188e+01,-6.157176978299999659e-01
9.633274619695757329e+07,-6.111363158899999481e-01,-6.025317080500000344e+01,-6.024438566500000292e+01,-6.129393546300000439e-01
9.633674939951962233e+07,-6.083516064799999734e-01,-6.023563807200000042e+01,-6.052875195699999722e+01,-6.145986169299999524e-01
9.634075260208167136e+07,-6.096576501999999564e-01,-6.082907199899999995e+01,-6.054308288299999674e+01,-6.133267749899999899e-01
9.634475580464372039e+07,-6.106025753599999550e-01,-6.081973174400000204e+01,-6.036060745300000008e+01,-6.143469821700000555e-01
9.634875900720576942e+07,-6.080372813200000115e-01,-6.073791749200000112e+01,-6.050022429999999929e+01,-6.134963708499999724e-01
9.635276220976781845e+07,-6.083889906099999578e-01,-6.061322241999999960e+01,-6.124266459599999735e+01,-6.125595485400000539e-01
9.635676541232986748e+07,-6.075108302799999693e-01,-6.172542252400000251e+01,-6.171509939300000269e+01,-6.142815088699999926e-01
9.636076861489191651e+07,-6.061312183899999484e-01,-6.161248809599999987e+01,-6.291451930200000220e+01,-6.130791036799999594e-01
9.636477181745396554e+07,-6.094280105099999512e-01,-6.192229538800000199e+01,-6.145335802400000347e+01,-6.147683509100000387e-01
9.636877502001601458e+07,-6.076708080899999587e-01,-6.200030324600000142e+01,-6.181193094599999682e+01,-6.126398265300000423e-01
9.637277822257806361e+07,-6.070026024300000378e-01,-6.292391777899999994e+01,-6.282031255500000100e+01,-6.131699035100000028e-01
9.637678142514011264e+07,-6.077123996800000150e-01,-6.292126667699999842e+01,-6.334398176799999902e+01,-6.131413284800000252e-01
9.638078462770216167e+07,-6.069477202199999866e-01,-6.386010777799999971e+01,-6.371656988899999874e+01,-6.137851863000000074e-01
9.638478783026421070e+07,-6.066846891099999528e-01,-6.318731975099999687e+01,-6.328200071599999887e+01,-6.130082058600000439e-01
9.638879103282625973e+07,-6.073430757500000166e-01,-6.286886592799999818e+01,-6.353783007100000191e+01,-6.122328892399999667e-01
9.639279423538830876e+07,-6.076705681199999765e-01,-6.399893800400000288e+01,-6.432995957500000372e+01,-6.123169643000000439e-01
9.639679743795035779e+07,-6.083758683200000128e-01,-6.483139624499999343e+01,-6.494092259599999295e+01,-6.122669712299999567e-01
9.640080064051240683e+07,-6.073602290099999745e-01,-6.558062432500000227e+01,-6.474114976299999569e+01,-6.115303567200000012e-01
9.640480384307445586e+07,-6.089009544700000331e-01,-6.443570544700000369e+01,-6.479840742300000045e+01,-6.117869771499999665e-01
9.640880704563650489e+07,-6.093394498899999956e-01,-6.521590471000000377e+01,-6.578510389299999872e+01,-6.122372779300000456e-01
9.641281024819855392e+07,-6.089660473300000376e-01,-6.614969189699999674e+01,-6.524470526300000017e+01,-6.136504202500000504e-01
9.641681345076060295e+07,-6.073308607199999765e-01,-6.460286874400000556e+01,-6.522606385800000339e+01,-6.133703860000000452e-01
9.642081665332265198e+07,-6.088264575899999809e-01,-6.584288041400000679e+01,-6.501774666000000025e+01,-6.112963399099999862e-01
9.642481985588470101e+07,-6.077199853200000446e-01,-6.507693221899999969e+01,-6.519958260500000335e+01,-6.132173649200000076e-01
9.642882305844675004e+07,-6.103920732299999985e-01,-6.635891408999999896e+01,-6.528001843399999871e+01,-6.153606337600000531e-01
9.643282626100881398e+07,-6.082883488900000524e-01,-6.591909340600000178e+01,-6.383713701899999649e+01,-6.149062464500000269e-01
9.643682946357086301e+07,-6.084223464000000359e-01,-6.478028287499999749e+01,-6.643829521399999294e+01,-6.123308388499999477e-01
9.644083266613291204e+07,-6.092418746200000124e-01,-6.567665042000000142e+01,-6.562756123900000205e+01,-6.158849416699999635e-01
9.644483586869496107e+07,-6.097584426800000124e-01,-6.587188318699999456e+01,-6.462596305200000302e+01,-6.158803609499999832e-01
9.644883907125701010e+07,-6.099194601499999813e-01,-6.432457841699999790e+01,-6.611570270800000060e+01,-6.150430962199999740e-01
9.645284227381905913e+07,-6.089760204199999860e-01,-6.519634548199999813e+01,-6.444623914599999637e+01,-6.154902423900000530e-01
9.645684547638110816e+07,-6.110148671499999740e-01,-6.507749830400000235e+01,-6.599058102099999701e+01,-6.165040638400000050e-01
9.646084867894315720e+07,-6.106531080499999486e-01,-6.519850918199999512e+01,-6.476730861999999433e+01,-6.163545911500000196e-01
9.646485188150520623e+07,-6.130158880499999574e-01,-6.439962230499999407e+01,-6.699962996499999690e+01,-6.172270112800000152e-01
9.646885508406725526e+07,-6.124194026200000529e-01,-6.545643558700000142e+01,-6.550347902400000066e+01,-6.194597903899999869e-01
9.647285828662930429e+07,-6.110250894099999996e-01,-6.617642547200000536e+01,-6.689524883299999658e+01,-6.159570874299999943e-01
9.647686148919135332e+07,-6.115650076399999913e-01,-6.650776050899999348e+01,-6.693727551300000300e+01,-6.201318344099999713e-01
9.648086469175340235e+07,-6.122239727499999562e-01,-6.723345304299999725e+01,-6.618775178299999595e+01,-6.178097635599999471e-01
9.648486789431545138e+07,-6.133953244900000046e-01,-6.772971793300000343e+01,-6.706599399300000641e+01,-6.201464269799999984e-01
9.648887109687750041e+07,-6.121469938400000421e-01,-6.720241723600000228e+01,-6.723908573799999999e+01,-6.195312076200000240e-01
9.649287429943954945e+07,-6.144237703599999545e-01,-6.689903834700000118e+01,-6.780358835200000556e+01,-6.182235597299999830e-01
9.649687750200159848e+07,-6.157888676499999603e-01,-6.775805820499999754e+01,-6.676648178599999994e+01,-6.188315869499999566e-01
9.650088070456364751e+07,-6.165295669000000478e-01,-6.999940632099999505e+01,-6.734737749900000381e+01,-6.214094040700000043e-01
9.650488390712569654e+07,-6.172823447299999877e-01,-6.584949793699999532e+01,-6.674240766799999847e+01,-6.228024814400000553e-01
9.650888710968774557e+07,-6.160530167600000162e-01,-6.713331315499999619e+01,-6.620089734600000497e+01,-6.243297016800000154e-01
9.651289031224979460e+07,-6.181124304099999689e-01,-6.645817006999999421e+01,-6.603176644299999509e+01,-6.257238892499999983e-01
9.651689351481184363e+07,-6.192068498499999629e-01,-6.572324271399999418e+01,-6.618366244099999562e+01,-6.245424188899999507e-01
9.652089671737389266e+07,-6.187284342600000153e-01,-6.430727901199999508e+01,-6.388870542299999755e+01,-6.233622530200000345e-01
9.652489991993594170e+07,-6.188254578099999792e-01,-6.472573284800000692e+01,-6.553167413600000657e+01,-6.243214587800000048e-01
9.652890312249800563e+07,-6.215325635499999724e-01,-6.292636774399999666e+01,-6.402403812199999322e+01,-6.262591503100000123e-01
9.653290632506005466e+07,-6.217342309200000194e-01,-6.153630487299999885e+01,-6.328047807099999744e+01,-6.265809376700000044e-01
9.653690952762210369e+07,-6.203787868300000286e-01,-6.205623039599999657e+01,-6.148847211599999696e+01,-6.284625643800000327e-01
9.654091273018415272e+07,-6.216467163300000154e-01,-6.088690770499999871e+01,-6.037808237400000166e+01,-6.280900539999999532e-01
9.654491593274620175e+07,-6.236515450499999780e-01,-6.029327843200000103e+01,-6.102196311600000200e+01,-6.289706988600000104e-01
9.654891913530825078e+07,-6.233364576100000054e-01,-5.927277401199999929e+01,-5.972656034300000272e+01,-6.314556129799999695e-01
9.655292233787029982e+07,-6.238061021499999859e-01,-5.917081227700000312e+01,-5.902643736899999993e+01,-6.285620121799999627e-01
9.655692554043234885e+07,-6.251679556400000504e-01,-5.829569132400000342e+01,-5.842105641300000229e+01,-6.303662877800000341e-01
9.656092874299439788e+07,-6.243645810600000345e-01,-5.726673595300000130e+01,-5.741779112300000065e+01,-6.323906114199999706e-01
9.656493194555644691e+07,-6.273126768400000275e-01,-5.681231796000000145e+01,-5.729892652899999916e+01,-6.326194347400000417e-01
9.656893514811849594e+07,-6.261951461000000441e-01,-5.666349377600000281e+01,-5.656486468399999978e+01,-6.346447405299999733e-01
9.657293835068054497e+07,-6.268936515799999887e-01,-5.616518514100000203e+01,-5.603249126000000047e+01,-6.337595030399999496e-01
9.657694155324259400e+07,-6.266528838699999548e-01,-5.584266124700000233e+01,-5.533182696200000095e+01,-6.333244603000000028e-01
9.658094475580464303e+07,-6.295937828100000022e-01,-5.493300904499999859e+01,-5.504767532999999702e+01,-6.330906645399999588e-01
9.658494795836669207e+07,-6.329403076099999748e-01,-5.467135652300000004e+01,-5.445412246899999786e+01,-6.365559473099999810e-01
9.658895116092874110e+07,-6.288982688399999965e-01,-5.467861545200000251e+01,-5.466860967699999918e+01,-6.371035722300000259e-01
9.659295436349079013e+07,-6.326040091500000351e-01,-5.421522730800000289e+01,-5.398780463899999660e+01,-6.389352917899999706e-01
9.659695756605283916e+07,-6.322633104699999507e-01,-5.357508108599999730e+01,-5.379246928500000280e+01,-6.416559262800000107e-01
9.660096076861488819e+07,-6.324752613999999884e-01,-5.333519270099999687e+01,-5.396077992800000089e+01,-6.394246758199999547e-01
9.660496397117693722e+07,-6.351220569400000127e-01,-5.347454743000000121e+01,-5.348220807900000295e+01,-6.389268940400000263e-01
9.660896717373898625e+07,-6.331869697899999982e-01,-5.329359873100000300e+01,-5.303673704199999861e+01,-6.382212607799999660e-01
9.661297037630103528e+07,-6.371992781199999900e-01,-5.276388959199999817e+01,-5.294340059999999681e+01,-6.405219645699999909e-01
9.661697357886308432e+07,-6.345439010000000213e-01,-5.254521949600000141e+01,-5.282290771099999915e+01,-6.431133016900000277e-01
9.662097678142513335e+07,-6.348127959299999512e-01,-5.231436528500000094e+01,-5.270702872999999755e+01,-6.402473380400000025e-01
9.662497998398718238e+07,-6.358407131700000159e-01,-5.253980801600000206e+01,-5.303045767399999733e+01,-6.413673470999999848e-01
9.662898318654924631e+07,-6.382441179600000236e-01,-5.214629707000000280e+01,-5.234772435800000068e+01,-6.423708712000000265e-01
9.663298638911129534e+07,-6.372040302000000489e-01,-5.195332901999999820e+01,-5.220781105199999672e+01,-6.425520935399999800e-01
9.663698959167334437e+07,-6.385323927399999544e-01,-5.208939437600000133e+01,-5.224151766399999985e+01,-6.419429696499999727e-01
9.664099279423539340e+07,-6.390295564100000325e-01,-5.215614672499999926e+01,-5.206469053400000035e+01,-6.466441927799999601e-01
9.664499599679744244e+07,-6.382819999400000111e-01,-5.194631809999999916e+01,-5.204558519300000086e+01,-6.420291081800000299e-01
9.664899919935949147e+07,-6.393569913000000104e-01,-5.220464661999999834e+01,-5.243897723900000329e+01,-6.430059711600000227e-01
9.665300240192154050e+07,-6.366904400599999736e-01,-5.212535399899999788e+01,-5.223786231700000116e+01,-6.433367885099999794e-01
9.665700560448358953e+07,-6.383703048100000110e-01,-5.219352268600000144e+01,-5.205227776699999964e+01,-6.461353053699999682e-01
9.666100880704563856e+07,-6.384643060400000403e-01,-5.200311743999999692e+01,-5.242260113300000057e+01,-6.430644739799999954e-01
9.666501200960768759e+07,-6.414646739899999561e-01,-5.223247270600000292e+01,-5.225171558800000327e+01,-6.436187310400000028e-01
9.666901521216973662e+07,-6.414685807600000178e-01,-5.224198816900000253e+01,-5.230661972600000098e+01,-6.451636162099999572e-01
9.667301841473178566e+07,-6.424727214300000044e-01,-5.230118850400000241e+01,-5.252200627300000235e+01,-6.444354186599999812e-01
9.667702161729383469e+07,-6.410497674799999768e-01,-5.223373878499999989e+01,-5.257527764400000336e+01,-6.463599937599999734e-01
9.668102481985588372e+07,-6.396910539700000342e-01,-5.241412876999999781e+01,-5.272377792799999696e+01,-6.450958714700000263e-01
9.668502802241793275e+07,-6.397762718799999693e-01,-5.262299459999999840e+01,-5.267628168800000310e+01,-6.454104670200000449e-01
9.668903122497998178e+07,-6.426878950300000115e-01,-5.294052504999999798e+01,-5.287726105800000198e+01,-6.452069659900000476e-01
9.669303442754203081e+07,-6.402597629299999760e-01,-5.331527084100000025e+01,-5.318582871600000317e+01,-6.445935307900000355e-01
9.669703763010407984e+07,-6.401913703899999586e-01,-5.335555353499999853e+01,-5.356596702000000221e+01,-6.441588655200000124e-01
9.670104083266612887e+07,-6.410442508800000549e-01,-5.357714490299999710e+01,-5.403755647799999906e+01,-6.451905504799999580e-01
9.670504403522817791e+07,-6.420575728099999768e-01,-5.362624912399999744e+01,-5.373050761799999719e+01,-6.445937845500000485e-01
9.670904723779022694e+07,-6.406296802199999973e-01,-5.401588149900000246e+01,-5.410388521000000139e+01,-6.462102571300000209e-01
9.671305044035227597e+07,-6.429614054900000264e-01,-5.376436096700000178e+01,-5.431728205099999940e+01,-6.452066679700000362e-01
9.671705364291432500e+07,-6.419429001799999979e-01,-5.446250533199999921e+01,-5.478530030400000328e+01,-6.447521307000000368e-01
9.672105684547637403e+07,-6.412808708499999621e-01,-5.464661520500000336e+01,-5.477126849399999742e+01,-6.449530063999999729e-01
9.672506004803843796e+07,-6.408578994800000483e-01,-5.459173218899999824e+01,-5.535868585099999706e+01,-6.433564024600000320e-01
9.672906325060048699e+07,-6.406923053199999885e-01,-5.528106904399999877e+01,-5.509961263699999989e+01,-6.430849797400000067e-01
9.673306645316253603e+07,-6.423741542699999973e-01,-5.517706309900000150e+01,-5.549134876299999775e+01,-6.432201805599999656e-01
9.673706965572458506e+07,-6.392093111500000147e-01,-5.563997795600000273e+01,-5.557648551199999787e+01,-6.448840351900000378e-01
9.674107285828663409e+07,-6.414311698600000389e-01,-5.560079633699999846e+01,-5.559963685299999980e+01,-6.424198836200000207e-01
9.674507606084868312e+07,-6.390489812399999803e-01,-5.538466726800000117e+01,-5.592023094399999650e+01,-6.414158730600000302e-01
9.674907926341073215e+07,-6.404485623200000255e-01,-5.595996918000000164e+01,-5.645746609999999777e+01,-6.421206734800000149e-01
9.675308246597278118e+07,-6.367166305300000495e-01,-5.605168685400000328e+01,-5.634773063099999746e+01,-6.400639988799999847e-01
9.675708566853483021e+07,-6.381959515799999760e-01,-5.649844327699999980e+01,-5.632942168799999649e+01,-6.424067829199999746e-01
9.676108887109687924e+07,-6.390989838099999654e-01,-5.634633120499999848e+01,-5.682722703999999680e+01,-6.417124633899999875e-01
9.676509207365892828e+07,-6.371139385299999791e-01,-5.656693105200000105e+01,-5.672083696300000355e+01,-6.409757025900000293e-01
9.676909527622097731e+07,-6.386347936299999750e-01,-5.687670967199999694e+01,-5.681157697799999795e+01,-6.389158134600000372e-01
9.677309847878302634e+07,-6.348516159299999462e-01,-5.685026409700000016e+01,-5.694491295499999950e+01,-6.385136516499999582e-01
9.677710168134507537e+07,-6.350770014100000083e-01,-5.686902696800000001e+01,-5.684394464999999741e+01,-6.364692088100000200e-01
9.678110488390712440e+07,-6.322674367699999687e-01,-5.710464469000000065e+01,-5.660724063400000006e+01,-6.390966594500000486e-01
9.678510808646917343e+07,-6.343138464599999971e-01,-5.693385814900000241e+01,-5.741107600899999852e+01,-6.379665215900000019e-01
9.678911128903122246e+07,-6.345452733299999926e-01,-5.677475276999999920e+01,-5.713519978299999735e+01,-6.379619622900000175e-01
9.679311449159327149e+07,-6.350265748500000251e-01,-5.683552989700000069e+01,-5.774596129399999711e+01,-6.367845795700000089e-01
9.679711769415532053e+07,-6.332017934800000525e-01,-5.739172503100000000e+01,-5.683016740200000072e+01,-6.334383487200000440e-01
9.680112089671736956e+07,-6.335229072700000463e-01,-5.705567606599999664e+01,-5.769266682300000326e+01,-6.351527621900000531e-01
9.680512409927941859e+07,-6.338371590900000463e-01,-5.742447072699999921e+01,-5.755141720200000321e+01,-6.362280184499999880e-01
9.680912730184146762e+07,-6.319472622499999748e-01,-5.735800780000000287e+01,-5.736137496300000294e+01,-6.346793756399999875e-01
9.681313050440351665e+07,-6.302761931899999448e-01,-5.747036585099999684e+01,-5.712569034799999912e+01,-6.335015304200000141e-01
9.681713370696556568e+07,-6.291046841899999853e-01,-5.792845240799999829e+01,-5.772899876299999988e+01,-6.323105049499999630e-01
9.682113690952762961e+07,-6.311499713399999489e-01,-5.772632527999999752e+01,-5.784471538599999718e+01,-6.334095712299999681e-01
9.682514011208967865e+07,-6.296673178799999659e-01,-5.783704013300000213e+01,-5.837354157400000076e+01,-6.322147594000000481e-01
9.682914331465172768e+07,-6.299787081800000133e-01,-5.833939920099999910e+01,-5.829763051500000159e+01,-6.300802176299999946e-01
9.683314651721377671e+07,-6.280225511999999455e-01,-5.777177858999999671e+01,-5.847619596500000227e+01,-6.298283577700000135e-01
9.683714971977582574e+07,-6.278711511300000270e-01,-5.853045637200000328e+01,-5.828117536300000268e+01,-6.282118718900000509e-01
9.684115292233787477e+07,-6.279604291600000554e-01,-5.926278089400000226e+01,-5.870136202500000167e+01,-6.301728784000000250e-01
9.684515612489992380e+07,-6.274723888500000069e-01,-5.905954815399999802e+01,-5.923792601299999916e+01,-6.293270204599999973e-01
9.684915932746197283e+07,-6.264030440500000241e-01,-6.005576816600000001e+01,-5.955746997300000345e+01,-6.293400752100000162e-01
9.685316253002402186e+07,-6.242949507799999687e-01,-5.995702580100000034e+01,-5.982875855799999698e+01,-6.294630506899999700e-01
9.685716573258607090e+07,-6.276786284499999979e-01,-6.029187833000000296e+01,-6.033655055500000230e+01,-6.289659282799999751e-01
9.686116893514811993e+07,-6.254008720400000554e-01,-6.061570682299999646e+01,-6.027091300499999704e+01,-6.269248249200000123e-01
9.686517213771016896e+07,-6.258824604799999580e-01,-6.164188154800000063e+01,-6.111742491900000118e+01,-6.287149401699999585e-01
9.686917534027221799e+07,-6.255516470799999951e-01,-6.159891366699999793e+01,-6.045395105400000091e+01,-6.295197582199999475e-01
9.687317854283426702e+07,-6.265438445200000039e-01,-6.157968743200000006e+01,-6.251360329100000257e+01,-6.269324587400000315e-01
9.687718174539631605e+07,-6.267588959500000056e-01,-6.436043884100000412e+01,-6.326782239799999985e+01,-6.284763329900000528e-01
9.688118494795836508e+07,-6.258262438799999661e-01,-6.329133746899999835e+01,-6.347921512799999988e+01,-6.262552940600000229e-01
9.688518815052041411e+07,-6.246191091899999659e-01,-6.389598171899999812e+01,-6.502609221800000228e+01,-6.289861689700000369e-01
9.688919135308246315e+07,-6.243361528499999924e-01,-6.479613858599999787e+01,-6.427397572200000297e+01,-6.295744823200000173e-01
9.689319455564451218e+07,-6.245556590399999886e-01,-6.461714624600000434e+01,-6.656886369900000489e+01,-6.285375548399999568e-01
9.689719775820656121e+07,-6.254889047199999608e-01,-6.601048830000000578e+01,-6.528128407100000175e+01,-6.269724710699999815e-01
9.690120096076861024e+07,-6.248803710700000513e-01,-6.603715589899999827e+01,-6.729049184699999842e+01,-6.283433470999999493e-01
9.690520416333065927e+07,-6.260905177700000213e-01,-6.522393961900000647e+01,-6.602003427100000010e+01,-6.273106697600000503e-01
9.690920736589270830e+07,-6.254447159099999487e-01,-6.625054646300000627e+01,-6.660827879900000426e+01,-6.310443267999999994e-01
9.691321056845475733e+07,-6.258726928700000247e-01,-6.691811843099999635e+01,-6.796118013800000313e+01,-6.309324142600000185e-01
9.691721377101680636e+07,-6.251591300100000081e-01,-6.686876954800000306e+01,-6.650608934699999963e+01,-6.297270947599999946e-01
9.692121697357887030e+07,-6.244141067999999795e-01,-6.690476518399999861e+01,-6.604181177399999569e+01,-6.304652609499999949e-01
9.692522017614091933e+07,-6.250855693400000357e-01,-6.745237061500000664e+01,-6.728005798899999945e+01,-6.286928873599999523e-01
9.692922337870296836e+07,-6.239769801100000235e-01,-6.581702209399999504e+01,-6.733872911100000636e+01,-6.330607728599999540e-01
9.693322658126501739e+07,-6.240528884099999507e-01,-6.535445073600000399e+01,-6.731803570099999945e+01,-6.328896524999999551e-01
9.693722978382706642e+07,-6.276211983899999680e-01,-6.729187862300000234e+01,-7.011490927299999498e+01,-6.332891183300000115e-01
9.694123298638911545e+07,-6.295755790899999482e-01,-6.839468699500000071e+01,-6.689085694499999590e+01,-6.316703649199999493e-01
9.694523618895116448e+07,-6.290330343800000223e-01,-6.644610778700000253e+01,-6.517818764899999451e+01,-6.354506922399999480e-01
9.694923939151321352e+07,-6.305113531099999502e-01,-6.768699167100000125e+01,-6.692259993800000473e+01,-6.351330254999999481e-01
9.695324259407526255e+07,-6.296294437199999594e-01,-6.759120229900000254e+01,-6.741039474100000461e+01,-6.366098572599999672e-01
9.695724579663731158e+07,-6.318270410799999848e-01,-6.886346246499999779e+01,-6.894803818299999421e+01,-6.371793528300000453e-01
9.696124899919936061e+07,-6.318191072000000075e-01,-6.801441380900000411e+01,-6.848027783800000634e+01,-6.375807641599999798e-01
9.696525220176140964e+07,-6.332875215800000124e-01,-6.828707893300000364e+01,-6.924368006599999603e+01,-6.385217413399999487e-01
9.696925540432345867e+07,-6.338992726300000102e-01,-7.054345204999999908e+01,-6.946724195800000246e+01,-6.403419937500000048e-01
9.697325860688550770e+07,-6.359142955700000099e-01,-7.377797999499999548e+01,-7.496336352900000577e+01,-6.442004442500000039e-01
9.697726180944755673e+07,-6.347618700299999528e-01,-7.550931926100000169e+01,-7.479197311199999376e+01,-6.433129334699999591e-01
9.698126501200960577e+07,-6.382914404499999694e-01,-7.616207901699999638e+01,-7.629489440499999375e+01,-6.449800289499999506e-01
9.698526821457165480e+07,-6.376371742499999939e-01,-9.439015646900000434e+01,-8.482594993600000066e+01,-6.468572138499999458e-01
9.698927141713370383e+07,-6.409288156300000372e-01,-7.640873971599999948e+01,-7.794265360100000350e+01,-6.483967144400000215e-01
9.699327461969575286e+07,-6.431209827399999579e-01,-7.486758908599999529e+01,-7.219591352300000153e+01,-6.493414080099999541e-01
9.699727782225780189e+07,-6.436849690000000512e-01,-7.170100266500000430e+01,-7.366400194300000237e+01,-6.517022331899999799e-01
9.700128102481985092e+07,-6.456841414899999743e-01,-6.753059261699999638e+01,-6.745781234000000381e+01,-6.523088038700000091e-01
9.700528422738189995e+07,-6.462791424899999582e-01,-6.663434945299999868e+01,-6.555986783199999479e+01,-6.543783046700000217e-01
9.700928742994394898e+07,-6.485957875200000222e-01,-6.335629082199999829e+01,-6.293335169099999860e+01,-6.555970888900000126e-01
9.701329063250599802e+07,-6.484061037299999608e-01,-6.150432256999999936e+01,-6.147440600400000221e+01,-6.590109070899999866e-01
9.701729383506804705e+07,-6.497376847800000466e-01,-6.101968792400000297e+01,-6.072323095000000137e+01,-6.603499212600000279e-01
9.702129703763011098e+07,-6.539541676400000281e-01,-5.927419079500000265e+01,-5.981253062999999770e+01,-6.622594308100000493e-01
9.702530024019216001e+07,-6.532971219500000037e-01,-5.816811523799999861e+01,-5.842833575200000240e+01,-6.632647615100000227e-01
9.702930344275420904e+07,-6.556571057600000252e-01,-5.700330146900000017e+01,-5.647738263499999789e+01,-6.647736411100000353e-01
9.703330664531625807e+07,-6.572092139699999835e-01,-5.557016972499999952e+01,-5.597753225999999671e+01,-6.665466107299999887e-01
9.703730984787830710e+07,-6.588885487100000216e-01,-5.494909312499999743e+01,-5.485773113700000181e+01,-6.674057911999999870e-01
9.704131305044035614e+07,-6.602529865599999770e-01,-5.397272605399999890e+01,-5.405750315899999947e+01,-6.716891738200000406e-01
9.704531625300240517e+07,-6.638349236999999681e-01,-5.307444160800000077e+01,-5.303032965900000306e+01,-6.735702725800000179e-01
9.704931945556445420e+07,-6.661837849599999695e-01,-5.203434985100000176e+01,-5.246714978600000023e+01,-6.741540746499999903e-01
9.705332265812650323e+07,-6.674370798500000035e-01,-5.171429119599999780e+01,-5.172803240599999697e+01,-6.776568727199999698e-01
9.705732586068855226e+07,-6.670829403500000421e-01,-5.090468904699999797e+01,-5.119437116600000337e+01,-6.783783806900000046e-01
9.706132906325060129e+07,-6.695146942499999865e-01,-5.044106842400000090e+01,-5.036269094600000074e+01,-6.802513231700000329e-01
9.706533226581265032e+07,-6.726027151600000309e-01,-4.974970837800000112e+01,-4.966120763299999652e+01,-6.806799335000000006e-01
9.706933546837469935e+07,-6.735686337899999820e-01,-4.923833452499999908e+01,-4.928805966600000232e+01,-6.824372274300000152e-01
9.707333867093674839e+07,-6.756679731000000411e-01,-4.870362428499999652e+01,-4.866332479900000152e+01,-6.874908659599999750e-01
9.707734187349879742e+07,-6.786190209600000411e-01,-4.829290007200000190e+01,-4.847454867799999789e+01,-6.867660664900000489e-01
9.708134507606084645e+07,-6.800775428799999967e-01,-4.770948734400000291e+01,-4.782705491000000109e+01,-6.910380986199999853e-01
9.708534827862289548e+07,-6.837212970899999576e-01,-4.732128156200000291e+01,-4.741613532000000220e+01,-6.905089928400000021e-01
9.708935148118494451e+07,-6.850790274200000418e-01,-4.705087475199999858e+01,-4.705378319700000134e+01,-6.938214012800000274e-01
9.709335468374699354e+07,-6.861053889899999536e-01,-4.661298788100000223e+01,-4.676687237699999855e+01,-6.939037172699999978e-01
9.709735788630904257e+07,-6.865266309899999975e-01,-4.624179707799999761e+01,-4.626147189800000348e+01,-6.965360064200000201e-01
9.710136108887109160e+07,-6.891002471899999593e-01,-4.587734725899999688e+01,-4.594674181999999973e+01,-6.988575802900000022e-01
9.710536429143314064e+07,-6.906653888399999497e-01,-4.561456816799999814e+01,-4.573190960099999813e+01,-6.972838318699999816e-01
9.710936749399518967e+07,-6.917555807499999876e-01,-4.530229333199999786e+01,-4.541118734199999807e+01,-7.009818839400000501e-01
9.711337069655723870e+07,-6.928150824000000041e-01,-4.507078083300000060e+01,-4.514374073399999787e+01,-7.044825442300000073e-01
9.711737389911930263e+07,-6.971489148699999694e-01,-4.475311543000000114e+01,-4.499923819299999650e+01,-7.041130010399999639e-01
9.712137710168135166e+07,-6.984776051700000155e-01,-4.450940730800000011e+01,-4.463947171000000225e+01,-7.057840332000000494e-01
9.712538030424340069e+07,-6.988382744700000204e-01,-4.437833054699999735e+01,-4.442448339100000254e+01,-7.092108339899999558e-01
9.712938350680544972e+07,-7.007832792999999505e-01,-4.414276618400000274e+01,-4.427699802000000062e+01,-7.078272274700000422e-01
9.713338670936749876e+07,-7.027383002599999484e-01,-4.397898254100000059e+01,-4.403032449799999881e+01,-7.098521438599999511e-01
9.713738991192954779e+07,-7.042030458000000381e-01,-4.369438862599999851e+01,-4.387046083399999929e+01,-7.107631951599999720e-01
