# Frequency, S11, S12, S21, S22
9.626869495596477389e+07,-6.226776941099999574e-01,-6.484696836300000200e+01,-6.567154053500000543e+01,-6.177497417799999724e-01
9.627269815852682292e+07,-6.211789525199999940e-01,-6.611034607300000232e+01,-6.442265909500000021e+01,-6.195500779400000546e-01
9.627670136108887196e+07,-6.224070571399999974e-01,-6.445754970299999798e+01,-6.431851449600000592e+01,-6.194243753799999475e-01
9.628070456365092099e+07,-6.221116519399999545e-01,-6.556978743400000553e+01,-6.572583421000000214e+01,-6.187800962499999669e-01
9.628470776621297002e+07,-6.206297480400000399e-01,-6.615963224600000103e+01,-6.493111661499999343e+01,-6.181203543600000128e-01
9.628871096877501905e+07,-6.217484838400000324e-01,-6.542350353199999802e+01,-6.481920912299999316e+01,-6.164338404100000446e-01
9.629271417133706808e+07,-6.201132131500000089e-01,-6.509398810000000424e+01,-6.478987530199999867e+01,-6.176494611599999685e-01
9.629671737389911711e+07,-6.214147362999999924e-01,-6.553496710500000688e+01,-6.621916004899999564e+01,-6.145756747199999648e-01
9.630072057646116614e+07,-6.190806515600000282e-01,-6.533360582800000316e+01,-6.506761006199999997e+01,-6.181738525800000161e-01
9.630472377902321517e+07,-6.191045897500000450e-01,-6.613701258000000394e+01,-6.480750335800000528e+01,-6.155974092599999503e-01
9.630872698158526421e+07,-6.213253722799999546e-01,-6.528061087599999723e+01,-6.509186734899999749e+01,-6.167886443900000293e-01
9.631273018414731324e+07,-6.190787218200000108e-01,-6.509182312999999453e+01,-6.620593936900000642e+01,-6.157942761900000450e-01
9.631673338670936227e+07,-6.172612298699999833e-01,-6.481728272099999799e+01,-6.530696392500000513e+01,-6.160803275099999698e-01
9.632073658927141130e+07,-6.185645630299999587e-01,-6.472741382099999896e+01,-6.541609709799999450e+01,-6.145761333600000542e-01
9.632473979183346033e+07,-6.183128423100000548e-01,-6.557939523000000293e+01,-6.529959773299999881e+01,-6.152953577199999913e-01
9.632874299439550936e+07,-6.179545295899999680e-01,-6.552012414200000023e+01,-6.553521514099999479e+01,-6.146478002499999871e-01
9.633274619695757329e+07,-6.168106952999999892e-01,-6.444465185100000326e+01,-6.590041266299999734e+01,-6.140134906099999901e-01
9.633674939951962233e+07,-6.180413442400000124e-01,-6.501169189600000209e+01,-6.372873647800000185e+01,-6.133825931999999925e-01
9.634075260208167136e+07,-6.173611419400000244e-01,-6.601304430499999398e+01,-6.763157794800000033e+01,-6.130392616900000036e-01
9.634475580464372039e+07,-6.186411628300000354e-01,-6.411407970199999795e+01,-6.399131177799999648e+01,-6.149660008599999728e-01
9.634875900720576942e+07,-6.160968140000000481e-01,-6.557253746000000660e+01,-6.500133670799999663e+01,-6.149218951899999563e-01
9.635276220976781845e+07,-6.165752722399999719e-01,-6.533432015600000398e+01,-6.515454187400000308e+01,-6.131850902500000089e-01
9.635676541232986748e+07,-6.156084350199999555e-01,-6.611108761900000275e+01,-6.504403729099999509e+01,-6.128583672699999818e-01
9.636076861489191651e+07,-6.170813438200000167e-01,-6.516881170199999929e+01,-6.504202721400000087e+01,-6.129007528600000088e-01
9.636477181745396554e+07,-6.151925793400000453e-01,-6.480893676300000550e+01,-6.530911922399999980e+01,-6.135049830300000062e-01
9.636877502001601458e+07,-6.162635590499999649e-01,-6.429006669899999338e+01,-6.495937324599999840e+01,-6.128845726199999566e-01
9.637277822257806361e+07,-6.151060812299999903e-01,-6.602118371400000285e+01,-6.562440567599999497e+01,-6.112300825299999962e-01
9.637678142514011264e+07,-6.168832018500000069e-01,-6.684872054800000285e+01,-6.485293735499999457e+01,-6.130809791500000383e-01
9.638078462770216167e+07,-6.144018274300000471e-01,-6.543399859699999865e+01,-6.561043565699999647e+01,-6.128623347899999629e-01
9.638478783026421070e+07,-6.159033960299999944e-01,-6.539384244400000057e+01,-6.448236858900000357e+01,-6.131067203800000254e-01
9.638879103282625973e+07,-6.156579718900000442e-01,-6.670210095299999864e+01,-6.568618953600000054e+01,-6.123454816800000255e-01
9.639279423538830876e+07,-6.165661839199999550e-01,-6.537875968100000534e+01,-6.508519482500000208e+01,-6.134892461700000021e-01
9.639679743795035779e+07,-6.158662320300000159e-01,-6.520203058699999588e+01,-6.517834694900000159e+01,-6.141024495300000385e-01
9.640080064051240683e+07,-6.158198977000000074e-01,-6.481370821599999488e+01,-6.757666995499999985e+01,-6.135597309400000476e-01
9.640480384307445586e+07,-6.142927232199999477e-01,-6.530870900399999357e+01,-6.599262288500000295e+01,-6.124886241900000527e-01
9.640880704563650489e+07,-6.153544339299999999e-01,-6.557983909499999697e+01,-6.617175807499999962e+01,-6.147594070999999882e-01
9.641281024819855392e+07,-6.164718186099999997e-01,-6.633151157199999659e+01,-6.478000430999999537e+01,-6.122224690599999963e-01
9.641681345076060295e+07,-6.145561444799999551e-01,-6.490813710199999775e+01,-6.738769889600000340e+01,-6.150944803900000313e-01
9.642081665332265198e+07,-6.168464531299999720e-01,-6.506580610800000386e+01,-6.542567189000000383e+01,-6.143147560799999685e-01
9.642481985588470101e+07,-6.164687202099999874e-01,-6.479141534199999342e+01,-6.552719916099999864e+01,-6.135347899599999932e-01
9.642882305844675004e+07,-6.150251469899999934e-01,-6.508760974000000488e+01,-6.527309121999999775e+01,-6.133471290399999942e-01
9.643282626100881398e+07,-6.164091212300000233e-01,-6.539407549499999561e+01,-6.478885391299999696e+01,-6.144213257099999659e-01
9.643682946357086301e+07,-6.161987052999999825e-01,-6.477880550000000426e+01,-6.651958732999999313e+01,-6.142973658400000536e-01
9.644083266613291204e+07,-6.170777945500000028e-01,-6.523824390400000084e+01,-6.755645017400000540e+01,-6.127923256299999677e-01
9.644483586869496107e+07,-6.169939314100000294e-01,-6.608647179700000152e+01,-6.465738897999999324e+01,-6.164772779399999569e-01
9.644883907125701010e+07,-6.180229440200000202e-01,-6.546590209400000049e+01,-6.432802218700000196e+01,-6.147854578400000491e-01
9.645284227381905913e+07,-6.175657621400000297e-01,-6.438930352600000617e+01,-6.557173477599999956e+01,-6.174309685100000111e-01
9.645684547638110816e+07,-6.178348461399999492e-01,-6.397123321499999804e+01,-6.644463980800000513e+01,-6.157860817700000489e-01
9.646084867894315720e+07,-6.179541416699999568e-01,-6.570694614500000341e+01,-6.615984515700000657e+01,-6.171774332099999594e-01
9.646485188150520623e+07,-6.189298707000000510e-01,-6.519642751199999964e+01,-6.501714532299999405e+01,-6.165305478899999470e-01
9.646885508406725526e+07,-6.182062242000000429e-01,-6.569869468599999607e+01,-6.503092605000000503e+01,-6.155012858699999700e-01
9.647285828662930429e+07,-6.208119472499999958e-01,-6.472821764699999392e+01,-6.506863647900000558e+01,-6.190062927599999654e-01
9.647686148919135332e+07,-6.198872771000000226e-01,-6.622687481399999854e+01,-6.478416187899999557e+01,-6.180319264500000465e-01
9.648086469175340235e+07,-6.209194225299999870e-01,-6.467558487499999842e+01,-6.558753245900000195e+01,-6.191000712099999914e-01
9.648486789431545138e+07,-6.189958135499999958e-01,-6.575918408200000442e+01,-6.440363022299999329e+01,-6.192262997099999833e-01
9.648887109687750041e+07,-6.213941574600000406e-01,-6.626087683900000513e+01,-6.396811061500000051e+01,-6.204322094199999915e-01
9.649287429943954945e+07,-6.216399417000000316e-01,-6.347967831199999722e+01,-6.561677276599999686e+01,-6.208007249500000491e-01
9.649687750200159848e+07,-6.238451249099999929e-01,-6.523221626999999501e+01,-6.608870518800000582e+01,-6.208633899500000108e-01
9.650088070456364751e+07,-6.232815638299999961e-01,-6.541569264899999325e+01,-6.456879379400000118e+01,-6.203950785099999754e-01
9.650488390712569654e+07,-6.242782363300000137e-01,-6.624533307400000126e+01,-6.594450487599999633e+01,-6.225527752999999720e-01
9.650888710968774557e+07,-6.226997986500000248e-01,-6.566460564700000191e+01,-6.516364980299999843e+01,-6.217370438999999527e-01
9.651289031224979460e+07,-6.243816636100000261e-01,-6.436591561199999489e+01,-6.425215022300000101e+01,-6.238966803100000069e-01
9.651689351481184363e+07,-6.250665859599999763e-01,-6.474809741299999644e+01,-6.535398962700000425e+01,-6.247018995199999924e-01
9.652089671737389266e+07,-6.263256637999999876e-01,-6.570826400900000408e+01,-6.451803626400000269e+01,-6.244836447599999563e-01
9.652489991993594170e+07,-6.274767388199999907e-01,-6.506515001900000073e+01,-6.435344835499999760e+01,-6.248792518300000376e-01
9.652890312249800563e+07,-6.266606671200000145e-01,-6.527409342800000047e+01,-6.621304678399999943e+01,-6.254688719800000074e-01
9.653290632506005466e+07,-6.285255691300000169e-01,-6.539009619600000178e+01,-6.495281380900000556e+01,-6.262120995700000137e-01
9.653690952762210369e+07,-6.292903158399999475e-01,-6.477535797400000206e+01,-6.547110613099999910e+01,-6.265068345500000024e-01
9.654091273018415272e+07,-6.306992975699999837e-01,-6.583188160100000630e+01,-6.484000845399999946e+01,-6.274362127200000527e-01
9.654491593274620175e+07,-6.323468404700000045e-01,-6.510386293599999874e+01,-6.597656700199999591e+01,-6.287366449900000376e-01
9.654891913530825078e+07,-6.300372216699999806e-01,-6.459406281900000124e+01,-6.560123364400000412e+01,-6.303326621499999449e-01
9.655292233787029982e+07,-6.323025763299999769e-01,-6.505516162799999336e+01,-6.501466481999999303e+01,-6.313542890100000138e-01
9.655692554043234885e+07,-6.333253794100000000e-01,-6.454347893899999633e+01,-6.778855223799999408e+01,-6.327248930000000104e-01
9.656092874299439788e+07,-6.325519190199999642e-01,-6.520464440099999592e+01,-6.590589543900000535e+01,-6.325098278899999871e-01
9.656493194555644691e+07,-6.349410540200000064e-01,-6.429039806500000509e+01,-6.525693238700000620e+01,-6.315558435900000545e-01
9.656893514811849594e+07,-6.348255816700000276e-01,-6.470586375899999609e+01,-6.566127952799999434e+01,-6.318747233000000518e-01
9.657293835068054497e+07,-6.319168812800000090e-01,-6.426138880000000597e+01,-6.541807743500000072e+01,-6.359053417300000177e-01
9.657694155324259400e+07,-6.360033123599999616e-01,-6.519904950299999769e+01,-6.508675357299999575e+01,-6.333369859699999882e-01
9.658094475580464303e+07,-6.374353834999999524e-01,-6.546914099699999667e+01,-6.590965194999999710e+01,-6.342784100299999617e-01
9.658494795836669207e+07,-6.374408992000000218e-01,-6.485821925300000146e+01,-6.462869641100000706e+01,-6.347353798100000555e-01
9.658895116092874110e+07,-6.386635345100000194e-01,-6.623421421599999803e+01,-6.516790073299999619e+01,-6.365293143000000375e-01
9.659295436349079013e+07,-6.370104657299999751e-01,-6.554685095899999681e+01,-6.432381449999999745e+01,-6.360726256600000017e-01
9.659695756605283916e+07,-6.405038933400000190e-01,-6.454906176199999379e+01,-6.539819242599999427e+01,-6.381594927200000544e-01
9.660096076861488819e+07,-6.381524256599999667e-01,-6.503729025699999511e+01,-6.509327510200000688e+01,-6.377336695699999947e-01
9.660496397117693722e+07,-6.405895866599999877e-01,-6.468080137900000182e+01,-6.612959090900000092e+01,-6.394011608099999799e-01
9.660896717373898625e+07,-6.426411157200000446e-01,-6.402921540500000219e+01,-6.542246660300000372e+01,-6.396227793900000069e-01
9.661297037630103528e+07,-6.417343207800000338e-01,-6.504865966100000207e+01,-6.539611485099999300e+01,-6.388097905099999751e-01
9.661697357886308432e+07,-6.413034780899999898e-01,-6.493628307199999483e+01,-6.477224665399999992e+01,-6.394014765400000133e-01
9.662097678142513335e+07,-6.421174912799999523e-01,-6.344594927200000001e+01,-6.322265413899999942e+01,-6.418485841800000147e-01
9.662497998398718238e+07,-6.437273321900000012e-01,-6.561192595200000710e+01,-6.425511005900000328e+01,-6.438234715199999680e-01
9.662898318654924631e+07,-6.435637651700000239e-01,-6.408293827100000328e+01,-6.403511666100000355e+01,-6.421810865899999499e-01
9.663298638911129534e+07,-6.447675449599999942e-01,-6.459715004400000282e+01,-6.541305668600000445e+01,-6.437459765799999900e-01
9.663698959167334437e+07,-6.461861527500000202e-01,-6.485812790399999983e+01,-6.478543833000000518e+01,-6.435163276599999982e-01
9.664099279423539340e+07,-6.445226122999999641e-01,-6.445683898699999759e+01,-6.436459063799999569e+01,-6.439303784900000105e-01
9.664499599679744244e+07,-6.453110348199999624e-01,-6.428260519100000181e+01,-6.488520744699999909e+01,-6.433378777099999501e-01
9.664899919935949147e+07,-6.478452582899999479e-01,-6.489487953699999423e+01,-6.540177918199999851e+01,-6.444229958299999561e-01
9.665300240192154050e+07,-6.458019605300000521e-01,-6.487429933500000345e+01,-6.401416854900000430e+01,-6.442248250800000076e-01
9.665700560448358953e+07,-6.455078454499999507e-01,-6.515202385700000320e+01,-6.397406399300000146e+01,-6.446810668600000405e-01
9.666100880704563856e+07,-6.478134929200000114e-01,-6.488314661799999783e+01,-6.512798861000000272e+01,-6.430673725300000143e-01
9.666501200960768759e+07,-6.469873618100000501e-01,-6.520959677899999463e+01,-6.423598700700000563e+01,-6.446591070899999609e-01
9.666901521216973662e+07,-6.498775329999999517e-01,-6.463019171700000243e+01,-6.373762646000000132e+01,-6.449393616199999846e-01
9.667301841473178566e+07,-6.477636979199999923e-01,-6.464386803300000395e+01,-6.509901162100000249e+01,-6.466174411799999744e-01
9.667702161729383469e+07,-6.461767166099999793e-01,-6.594326619699999981e+01,-6.576930195399999945e+01,-6.462485782700000403e-01
9.668102481985588372e+07,-6.498618297999999571e-01,-6.501727913300000239e+01,-6.494320689399999935e+01,-6.435267056900000338e-01
9.668502802241793275e+07,-6.485305909399999846e-01,-6.528944014699999343e+01,-6.544405460500000515e+01,-6.461046027000000302e-01
9.668903122497998178e+07,-6.502070333499999633e-01,-6.489090400400000647e+01,-6.581677482899999632e+01,-6.443808688600000112e-01
9.669303442754203081e+07,-6.481750491300000139e-01,-6.463563286900000548e+01,-6.492648653499999511e+01,-6.460405881499999836e-01
9.669703763010407984e+07,-6.499148763500000037e-01,-6.439833418700000323e+01,-6.438312527700000487e+01,-6.446960869700000263e-01
9.670104083266612887e+07,-6.481171277899999694e-01,-6.528675705599999901e+01,-6.540806368100000157e+01,-6.446050766799999998e-01
9.670504403522817791e+07,-6.480346741200000427e-01,-6.588018334999999581e+01,-6.502988890700000013e+01,-6.469980349399999664e-01
9.670904723779022694e+07,-6.488627707399999833e-01,-6.522537472300000161e+01,-6.521894309399999656e+01,-6.470831985699999622e-01
9.671305044035227597e+07,-6.487840656700000208e-01,-6.598077215499999681e+01,-6.592273737799999367e+01,-6.430428905199999656e-01
9.671705364291432500e+07,-6.502369952400000042e-01,-6.559121622199999990e+01,-6.512316487799999720e+01,-6.457557153899999847e-01
9.672105684547637403e+07,-6.487563477200000150e-01,-6.598172210399999926e+01,-6.551698870699999588e+01,-6.441891821599999846e-01
9.672506004803843796e+07,-6.474011676099999946e-01,-6.700923263900000393e+01,-6.490710696899999732e+01,-6.426875852200000239e-01
9.672906325060048699e+07,-6.486587819200000382e-01,-6.531607574900000657e+01,-6.568812790799999846e+01,-6.439633836500000541e-01
9.673306645316253603e+07,-6.464900519899999809e-01,-6.699327023799999381e+01,-6.673836347300000682e+01,-6.433194032200000301e-01
9.673706965572458506e+07,-6.468337014799999674e-01,-6.600824015400000633e+01,-6.598591744399999470e+01,-6.428115101100000395e-01
9.674107285828663409e+07,-6.479107147299999481e-01,-6.645076789899999881e+01,-6.607376971300000434e+01,-6.434964158100000553e-01
9.674507606084868312e+07,-6.466816610800000253e-01,-6.580818768999999691e+01,-6.528152891999999952e+01,-6.408179516399999942e-01
9.674907926341073215e+07,-6.465806378599999737e-01,-6.667063596699999550e+01,-6.530263089299999990e+01,-6.416243970199999591e-01
9.675308246597278118e+07,-6.466704275300000360e-01,-6.429078164700000286e+01,-6.655282822499999895e+01,-6.420957281300000430e-01
9.675708566853483021e+07,-6.456713989100000273e-01,-6.579957063599999856e+01,-6.613544582599999444e+01,-6.424227978300000030e-01
9.676108887109687924e+07,-6.465704456599999927e-01,-6.521845395699999415e+01,-6.589006489199999805e+01,-6.408285372699999982e-01
9.676509207365892828e+07,-6.430018001799999716e-01,-6.515348956500000099e+01,-6.507992822399999966e+01,-6.387649518900000434e-01
9.676909527622097731e+07,-6.420128366699999756e-01,-6.621354071400000407e+01,-6.615385517900000423e+01,-6.390173904799999471e-01
9.677309847878302634e+07,-6.426886577799999500e-01,-6.525357824099999959e+01,-6.639042152099999328e+01,-6.385932677900000298e-01
9.677710168134507537e+07,-6.418038856700000183e-01,-6.585084514999999783e+01,-6.643819590399999697e+01,-6.389738835099999514e-01
9.678110488390712440e+07,-6.414271883900000137e-01,-6.547742282800000169e+01,-6.692089065300000073e+01,-6.386461881199999580e-01
9.678510808646917343e+07,-6.411617735500000359e-01,-6.532129189500000166e+01,-6.537330377600000020e+01,-6.374337548499999784e-01
9.678911128903122246e+07,-6.409044943999999688e-01,-6.537811170300000185e+01,-6.511377857099999744e+01,-6.366610427400000161e-01
9.679311449159327149e+07,-6.397595559500000029e-01,-6.699356753499999684e+01,-6.546450750600000390e+01,-6.371376250400000441e-01
9.679711769415532053e+07,-6.407728071999999608e-01,-6.500639152300000490e+01,-6.606660312500000032e+01,-6.380178985800000202e-01
9.680112089671736956e+07,-6.384505383999999895e-01,-6.542458378300000277e+01,-6.591119734699999810e+01,-6.352085898499999495e-01
9.680512409927941859e+07,-6.379991497000000455e-01,-6.569459512699999948e+01,-6.483595727799999509e+01,-6.331437158599999560e-01
9.680912730184146762e+07,-6.390511652300000511e-01,-6.542778942299999301e+01,-6.689118389600000114e+01,-6.344692531800000257e-01
9.681313050440351665e+07,-6.381731797399999850e-01,-6.511659964499999376e+01,-6.623869146100000194e+01,-6.329628478300000083e-01
9.681713370696556568e+07,-6.374695869800000025e-01,-6.535885738599999684e+01,-6.489339074199999402e+01,-6.344171315200000105e-01
9.682113690952762961e+07,-6.392445804799999909e-01,-6.420171609400000534e+01,-6.545612607399999661e+01,-6.310918600399999523e-01
9.682514011208967865e+07,-6.384537787499999784e-01,-6.540745132000000694e+01,-6.432059275700000001e+01,-6.320185352599999584e-01
9.682914331465172768e+07,-6.367077942800000168e-01,-6.573598712899999441e+01,-6.522142395800000259e+01,-6.324949539299999923e-01
9.683314651721377671e+07,-6.352338070299999861e-01,-6.519415100899999516e+01,-6.538529373500000474e+01,-6.334942610099999483e-01
9.683714971977582574e+07,-6.350636055099999622e-01,-6.601004109599999481e+01,-6.444955656800000554e+01,-6.315254222499999681e-01
9.684115292233787477e+07,-6.341676826800000111e-01,-6.520717021800000168e+01,-6.493078906300000597e+01,-6.292329790899999775e-01
9.684515612489992380e+07,-6.349173762199999960e-01,-6.589253056200000458e+01,-6.551185184800000627e+01,-6.313590077499999786e-01
9.684915932746197283e+07,-6.358947285199999522e-01,-6.572045897399999603e+01,-6.522878650399999856e+01,-6.308536088599999703e-01
9.685316253002402186e+07,-6.343320288499999515e-01,-6.535861543599999379e+01,-6.755141076900000030e+01,-6.273098937000000097e-01
9.685716573258607090e+07,-6.337688805800000269e-01,-6.539420515800000544e+01,-6.586841903699999534e+01,-6.282912496900000532e-01
9.686116893514811993e+07,-6.327298911800000036e-01,-6.452581383899999423e+01,-6.574275866799999335e+01,-6.286915856100000477e-01
9.686517213771016896e+07,-6.339694446900000502e-01,-6.660211245399999314e+01,-6.599966776200000140e+01,-6.295198618199999707e-01
9.686917534027221799e+07,-6.335416856400000185e-01,-6.639929400299999429e+01,-6.659885417499999960e+01,-6.287360504700000297e-01
9.687317854283426702e+07,-6.309626730799999805e-01,-6.658985879200000113e+01,-6.484298131200000626e+01,-6.270829259600000372e-01
9.687718174539631605e+07,-6.313419645900000265e-01,-6.501101599800000486e+01,-6.472570481600000392e+01,-6.283669552799999725e-01
9.688118494795836508e+07,-6.297314540599999733e-01,-6.538413907800000402e+01,-6.675743112399999291e+01,-6.284993322599999876e-01
9.688518815052041411e+07,-6.311128196499999898e-01,-6.585408657600000026e+01,-6.503153757299999427e+01,-6.277100785200000477e-01
9.688919135308246315e+07,-6.321847444599999477e-01,-6.648848153699999841e+01,-6.610751955599999974e+01,-6.293494717900000035e-01
9.689319455564451218e+07,-6.305996105200000201e-01,-6.554548254700000598e+01,-6.650516763999999625e+01,-6.273060607699999514e-01
9.689719775820656121e+07,-6.315340776000000211e-01,-6.638155416200000047e+01,-6.581601699200000155e+01,-6.314862861500000202e-01
9.690120096076861024e+07,-6.311510611299999685e-01,-6.501375346000000377e+01,-6.586861846700000456e+01,-6.291500175499999958e-01
9.690520416333065927e+07,-6.302748552800000459e-01,-6.589434968999999853e+01,-6.605282059200000333e+01,-6.299098676900000138e-01
9.690920736589270830e+07,-6.323192436100000258e-01,-6.506969687999999508e+01,-6.611398022699999899e+01,-6.294871737199999595e-01
9.691321056845475733e+07,-6.324096997000000497e-01,-6.633395178499999645e+01,-6.549094766100000697e+01,-6.284280125900000291e-01
9.691721377101680636e+07,-6.307362627799999455e-01,-6.551433302200000242e+01,-6.618517265299999508e+01,-6.305041504799999696e-01
9.692121697357887030e+07,-6.339636389699999652e-01,-6.492495764999999608e+01,-6.582959036600000502e+01,-6.294465333900000070e-01
9.692522017614091933e+07,-6.335262003099999539e-01,-6.576308100100000331e+01,-6.584957663199999445e+01,-6.320109565999999512e-01
9.692922337870296836e+07,-6.327634053099999711e-01,-6.616957756399999369e+01,-6.609569953599999792e+01,-6.329211907399999726e-01
9.693322658126501739e+07,-6.328228361900000154e-01,-6.536495489399999315e+01,-6.526757964600000150e+01,-6.325692435999999974e-01
9.693722978382706642e+07,-6.324439132100000416e-01,-6.498065828500000407e+01,-6.498812336100000664e+01,-6.335985849599999886e-01
9.694123298638911545e+07,-6.346036682400000295e-01,-6.572391561599999932e+01,-6.612479110399999627e+01,-6.345048478400000525e-01
9.694523618895116448e+07,-6.330097045300000502e-01,-6.537250340999999310e+01,-6.583965335199999913e+01,-6.343143303599999561e-01
9.694923939151321352e+07,-6.364466556600000269e-01,-6.377952366000000239e+01,-6.408568499000000429e+01,-6.351807470300000480e-01
9.695324259407526255e+07,-6.394721706899999525e-01,-6.551053979099999935e+01,-6.562513125700000671e+01,-6.369495909800000355e-01
9.695724579663731158e+07,-6.390928960599999709e-01,-6.482233661399999392e+01,-6.480303502499999979e+01,-6.397277672100000201e-01
9.696124899919936061e+07,-6.384748521399999932e-01,-6.546119994500000416e+01,-6.612085032999999612e+01,-6.388581564499999921e-01
9.696525220176140964e+07,-6.402303620300000553e-01,-6.504150151199999641e+01,-6.371076218999999696e+01,-6.404025813799999467e-01
9.696925540432345867e+07,-6.393599032100000246e-01,-6.452844269300000235e+01,-6.593254681800000583e+01,-6.422433844899999578e-01
9.697325860688550770e+07,-6.408797967699999543e-01,-6.491655361300000493e+01,-6.576356893499999501e+01,-6.396283399800000158e-01
9.697726180944755673e+07,-6.417332447100000392e-01,-6.495085833100000627e+01,-6.451181228199999396e+01,-6.407189049300000550e-01
9.698126501200960577e+07,-6.457650684300000332e-01,-6.568896578499999350e+01,-6.398445510599999864e+01,-6.474912577600000496e-01
9.698526821457165480e+07,-6.447846073199999806e-01,-6.437266520199999320e+01,-6.447538339800000529e+01,-6.496217944800000144e-01
9.698927141713370383e+07,-6.449459228099999608e-01,-6.438030280399999583e+01,-6.446857307400000536e+01,-6.494664664200000548e-01
9.699327461969575286e+07,-6.465520742300000512e-01,-6.489531970400000205e+01,-6.507085811899999328e+01,-6.490387036000000442e-01
9.699727782225780189e+07,-6.509573687399999864e-01,-6.460063921699999412e+01,-6.564746133100000236e+01,-6.513336044399999913e-01
9.700128102481985092e+07,-6.505582109499999932e-01,-6.461475705099999800e+01,-6.548161837199999979e+01,-6.528750308899999855e-01
9.700528422738189995e+07,-6.529189498899999888e-01,-6.545413860799999384e+01,-6.555582102099999986e+01,-6.547523768499999841e-01
9.700928742994394898e+07,-6.530334219000000218e-01,-6.496427836300000536e+01,-6.518611335200000667e+01,-6.571157995799999929e-01
9.701329063250599802e+07,-6.567962162099999501e-01,-6.815867759699999340e+01,-6.578923796200000140e+01,-6.570071260099999977e-01
9.701729383506804705e+07,-6.598103902999999937e-01,-6.615112549799999897e+01,-6.554374238299999433e+01,-6.592678310799999775e-01
9.702129703763011098e+07,-6.598685191299999975e-01,-6.524156218400000284e+01,-6.579844151599999691e+01,-6.607131155000000033e-01
9.702530024019216001e+07,-6.600167685900000247e-01,-6.507805216500000256e+01,-6.550974578400000325e+01,-6.631222639999999613e-01
9.702930344275420904e+07,-6.629718119199999871e-01,-6.619843477800000642e+01,-6.562959318999999425e+01,-6.664620388999999978e-01
9.703330664531625807e+07,-6.641831055200000389e-01,-6.523763789400000235e+01,-6.519534253800000556e+01,-6.663686298100000016e-01
9.703730984787830710e+07,-6.666759626099999503e-01,-6.604736013500000524e+01,-6.659194185900000207e+01,-6.693648514300000185e-01
9.704131305044035614e+07,-6.673419988200000041e-01,-6.476582964399999298e+01,-6.566922784000000490e+01,-6.697583168699999812e-01
9.704531625300240517e+07,-6.678580053099999470e-01,-6.591919483200000229e+01,-6.556160421299999541e+01,-6.739850348600000540e-01
9.704931945556445420e+07,-6.708429999899999663e-01,-6.644717862999999625e+01,-6.582859849400000485e+01,-6.749839383100000312e-01
9.705332265812650323e+07,-6.742158244799999478e-01,-6.558425950500000567e+01,-6.458823655099999428e+01,-6.758172834200000256e-01
9.705732586068855226e+07,-6.758816695999999569e-01,-6.528233176599999865e+01,-6.492894837999999424e+01,-6.780953089400000300e-01
9.706132906325060129e+07,-6.781305778299999698e-01,-6.499112451499999565e+01,-6.661497339299999965e+01,-6.796023701100000203e-01
9.706533226581265032e+07,-6.802461528700000093e-01,-6.716485711299999650e+01,-6.440471606600000598e+01,-6.825216140700000045e-01
9.706933546837469935e+07,-6.820896349799999703e-01,-6.641690040999999667e+01,-6.620154089099999339e+01,-6.841760558099999612e-01
9.707333867093674839e+07,-6.823674731200000121e-01,-6.459245976699999403e+01,-6.531414691899999525e+01,-6.857054043700000490e-01
9.707734187349879742e+07,-6.841807033200000276e-01,-6.671288500599999338e+01,-6.549752360799999451e+01,-6.870688224100000019e-01
9.708134507606084645e+07,-6.853488001199999902e-01,-6.463711107199999617e+01,-6.619381673700000590e+01,-6.902993308799999506e-01
9.708534827862289548e+07,-6.882878243500000215e-01,-6.361803062599999947e+01,-6.607776628999999957e+01,-6.932442319399999553e-01
9.708935148118494451e+07,-6.900790368400000485e-01,-6.576930802200000414e+01,-6.532493418200000690e+01,-6.955915057499999499e-01
9.709335468374699354e+07,-6.906635003000000106e-01,-6.438796535400000209e+01,-6.607145304700000565e+01,-6.954213389600000239e-01
9.709735788630904257e+07,-6.939238280799999714e-01,-6.485827043800000524e+01,-6.568204212000000553e+01,-6.983143138999999833e-01
9.710136108887109160e+07,-6.971494545799999942e-01,-6.550265645499999323e+01,-6.493498519700000315e+01,-6.988760749900000402e-01
9.710536429143314064e+07,-6.960267830699999880e-01,-6.580030795000000410e+01,-6.437566699299999584e+01,-7.010831699599999745e-01
9.710936749399518967e+07,-7.010508926599999802e-01,-6.417206238400000018e+01,-6.612366649400000540e+01,-7.019746290899999686e-01
9.711337069655723870e+07,-7.014473502000000416e-01,-6.494507227299999386e+01,-6.368677968800000144e+01,-7.045284627300000269e-01
9.711737389911930263e+07,-7.023953507900000393e-01,-6.418890879799999993e+01,-6.438958305699999585e+01,-7.047538306099999650e-01
9.712137710168135166e+07,-7.057739357700000271e-01,-6.506567302800000618e+01,-6.468002477000000283e+01,-7.049857055499999525e-01
9.712538030424340069e+07,-7.063001158799999679e-01,-6.402040188600000192e+01,-6.408382956100000172e+01,-7.079721324700000151e-01
9.712938350680544972e+07,-7.080434579300000086e-01,-6.377928153199999883e+01,-6.374494134199999706e+01,-7.080895148000000416e-01
9.713338670936749876e+07,-7.079826308300000148e-01,-6.397816510300000203e+01,-6.360460847200000245e+01,-7.104819224999999738e-01
9.713738991192954779e+07,-7.082273456700000080e-01,-6.324984525400000024e+01,-6.416245933000000434e+01,-7.110012218700000330e-01
